levels,responses
10,10.0
10,0.19991901041812996
10,0.04462687903502919
10,-5.315171429510811
10,0.03486892071045744
10,-0.06468171285898114
10,0.011946533153002464
10,0.5583626303789015
10,0.041749342448656954
10,0.5470216847250107
10,0.03200851172105968
10,0.04083842771220694
10,30.0
10,0.18792964366992906
10,0.044824500975772966
10,-0.27342231105283404
10,0.04828762250443003
10,0.05077508046927048
10,0.0075167318724753615
10,-0.04437395900690757
10,0.0432027305272494
10,0.014876420562181086
10,0.04109555000577973
10,0.04669439085328187
10,50.0
10,0.26197522953943725
10,0.044389054392889815
10,0.671369793453338
10,0.047726739612726124
10,0.050233486701774
10,0.006982192429610239
10,-0.04485577993865657
10,0.042958253342540456
10,0.00290254670042725
10,0.04101964790561205
10,0.04606176950118266
10,70.0
10,0.022326124076679575
10,0.04387717847737348
10,0.6900813704377686
10,0.04726828080155216
10,0.049846351898985064
10,0.09979384113068432
10,-0.04346022234786108
10,0.04266046374836661
10,0.0001889266567791685
10,0.04095584618748008
10,0.04553794333097284
10,90.0
10,0.2359272119098857
10,0.043500902911406285
10,0.6833644128132105
10,0.046728832413157756
10,0.049324028088896556
10,0.007057434307247004
10,-0.042410762340467395
10,0.04244745018876534
10,0.004664695925165875
10,0.04090867642090078
10,0.04489497453241435
30,10.0
30,0.13799384001696724
30,0.04460434566732859
30,-2.1246177552178294
30,0.041553585711653615
30,0.04790149696196692
30,0.532445132041873
30,0.5674227104578066
30,0.035816269366918924
30,0.15975749874440684
30,0.040806164591609025
30,0.040171425787380956
30,30.0
30,-0.01568227890267699
30,0.04341813069664367
30,0.6783666545708342
30,0.046640367975185955
30,0.04918498660434604
30,0.0070607447090677376
30,-0.04275763478425587
30,0.0424285607865864
30,0.0008560442503080587
30,0.04087247271908481
30,0.04481080924670891
30,50.0
30,-0.027925234598352586
30,0.04205851136728124
30,0.6591140504231775
30,0.022218115090001513
30,0.0476432559579842
30,0.007181482542290732
30,-0.04114530227425193
30,0.041673231439698685
30,-2.977009773445987e-05
30,0.0406996538319916
30,0.043074339067336605
30,70.0
30,-0.02677284310327457
30,0.040781390036171254
30,0.6380748620906869
30,0.04373781375663039
30,0.0462819272794674
30,0.007285584915439658
30,-0.0386685779864735
30,0.04103856481575533
30,-6.12163154348788e-05
30,0.0405011078754623
30,0.041467419941119035
30,90.0
30,-0.025670014511984716
30,0.03964819318729355
30,0.6178203450232312
30,0.04249099556885857
30,0.044916520184341224
30,0.007378326526992186
30,-0.036502106108875526
30,0.04025842146780145
30,-6.113124085985612e-05
30,0.04035074208811759
30,0.0399102613801663
50,10.0
50,0.1271099301714368
50,0.04422151472242899
50,-0.2769205620207988
50,0.03527233792539035
50,0.049850813662477164
50,0.08936441058427323
