,Ackley,Beale,six_hump,zakharov,booth,sphare,Rosenbrock,matyas,bohachevsky,Goldstein_Price,Rastrigin
0,5.7634420084128895,-0.8320371091003746,0.06760196478020342,-7.0621545887183235,0.3331604762816567,34.163084002339765,9634.13246074908,-0.9324890076855346,-0.8781108057073241,18.66107212671019,19.975690720938346
1,11.043400332672059,-0.9823436748407339,-2.0136787482286733,-7.138671793678156,-0.979896140160546,-0.971808037230586,5.130156839923892,-0.9799713743360784,-0.9801518234033167,2.0137775101739157,-0.6777285501108385
2,1.362467081106821,-0.9709549215205184,-2.0095833933913934,-7.134605036680785,-0.9723011613054875,-0.9240199675126138,3.3457216202714304,-0.9722732135420469,-0.9683244191382399,83.03694342525542,-0.9678476830270326
3,0.696735529762503,-0.47576238853927666,-1.9924075031526405,-7.1173924734706775,-0.9682658516647181,-0.9607586807892804,1.4236809052268091,-0.9683364912420828,-0.9536562129814262,2.040709704438989,-0.9011632498974507
4,0.7216723812148785,-0.8672925095984418,-1.9758068808241354,-7.10801375264532,-0.9514341024253233,-0.9493941517628335,-0.3892939171687987,-0.9514226639491613,-0.9411369789089751,2.048096035019471,-0.9409676987659152
5,7.578754974763544,-0.9090830758578596,-1.618292880930769,-7.1347742750201775,-0.5135210157073258,7.855212330784257,8341.926728624185,-0.9682934652529552,-0.8295144294721835,33.366219706694984,21.372665405385785
6,-0.8494259049516003,-0.9470661385082618,-1.9758606211159782,-7.10811321121121,-0.9514297251766666,-0.9489647323926664,1.1964191307432817,-0.9514932361602856,-0.9430094097225599,2.057178902927489,-0.9306353148099078
7,-0.8821559328301798,-0.914861849887184,-1.9543813313808007,-7.081166447128242,-0.9159330888325052,-0.9158299130853502,3.5134119807459165,-0.9245136625866381,-0.9018193327105221,2.0900990470831706,-0.8998671448197406
8,-0.8447038285226476,-0.8850990842399594,-1.9144699446218996,-7.0474879069725,-0.8838755195605977,-0.8907922032492611,9.106403295731957,-0.8909496358926842,-0.8672181393833231,2.1160754910388446,-0.8548675100530274
9,-0.7969667364184024,-0.8569263499238241,-1.8928760056111875,-7.017928225444268,-0.8267407801628132,-0.8595905128907642,3.0786493886400104,-0.8673063673125708,-0.8385512068944145,2.146590965507122,-0.8250403835268154
10,3.79138789388229,-0.7120697411456645,-1.8579011428402668,-7.1118423414515215,-0.9238239187931858,3.678258287831989,927.965507782043,-0.9696257243221617,-0.9613674544433555,2.6649407634670377,1.1539744072573916
11,-0.7054390896472472,-0.9109571515893093,-1.9474952438614324,-7.072593871047028,-0.9162485650201042,-0.9082514380560153,16.712204781559848,-0.9175452587021693,-0.897738411455713,2.092321239285904,-0.8916469188518473
12,-0.8033876308027339,-0.8710050676534804,-1.8989749955531838,-7.029961919868209,-0.8529264094038749,-0.867280377446995,22.05385045162128,-0.8734217492490283,-0.8341616338514075,2.14063650737307,-0.8317848549976417
13,-0.7514298679836068,-0.81583023869377,-1.84971923743087,-6.98018509196658,-0.8106898153311324,-0.8166269869839253,4.3717210510609394,-0.8249439948075958,-0.797198716743742,2.1885203099962496,-0.7793191057127702
14,-0.7027952601757174,-0.7753375496266024,-1.8155529240848411,-6.946924705357345,-0.7665623213494613,-0.7791393048032351,-0.7634897470162838,-0.7890481878979994,-0.755115745416614,2.232615116313247,-0.7330651332022817
15,2.4202954817420927,-0.9322176436332849,-1.9740860055909986,-7.1088459387878675,-0.9255048511927738,3.5759947104381515,1520.6933528593106,-0.9602218800976395,-0.9177421436394877,32.61430625335575,1.6102401197003242
16,-0.8073506930846561,-0.8781994916920173,-1.9126908700303498,-7.0393656134142395,-0.8598383480970946,-0.874126114374223,3.8895319422570176,-0.8828840466230864,-0.8760592614444928,2.13104373985458,-0.8512057707657179
17,-0.7394144545596818,-0.8161976043580168,-1.842995277294341,-6.980186708820194,-0.7925912263590819,-0.81662902660414,-0.42306047917295064,-0.8234963347839138,-0.8048111709054606,2.196366939229567,-0.773229839737975
18,-0.6566952585558816,-0.7596199784771794,-1.7901110340678374,-6.917399233320209,-0.7656693909791552,-0.7537786388715544,-0.742040313642915,-0.7658146424686293,-0.7499579363812128,2.2530898186104693,-0.7119804692825332
19,-0.5981050986123196,-0.7088735336618105,-1.7417894709139745,-6.872011319919478,-0.7166371819918063,-0.7050506476784085,-0.6945919944013644,-0.7207798981254723,-0.6971917211408647,2.3046559805197706,-0.6553881612100484
20,2.043891330512606,-0.934046964983971,-1.95374866634964,-7.053371920961747,-0.901980442749982,0.6031876439550595,877.3418054554514,-0.9378330431449237,-0.907073838688747,13.965727424447849,0.8211905758713071
21,-0.6953488601949368,-0.8447944916567092,-1.8764614110878295,-7.007312147561034,-0.8462994241570265,-0.844514929697318,0.4055794039502031,-0.8522918683228025,-0.8375511681453267,2.1625359556661348,-0.8105516950218669
22,-0.6800492160580219,-0.7656288590061848,-1.7973133595584465,-6.928398009355346,-0.7704100234943256,-0.7608056348429827,-0.7425096931121214,-0.7716108978729584,-0.7556705414344614,2.2460383030601316,-0.7171871727824672
23,-0.6103801497920927,-0.7008931980688565,-1.731650984770806,-6.857895480206495,-0.7097489491603436,-0.6988907371542238,3.2465230624443127,-0.7102039461720004,-0.6884058470536757,2.3145924841704915,-0.646819456504422
24,-0.5522356239003128,-0.6482453051987854,-1.6763619360818747,-6.796987806593347,-0.6533268264994703,-0.6405616252286594,-0.628150279144618,-0.6411861787767776,-0.6337213852622864,2.3736417568179102,-0.5890273313308212
