levels,responses
10,10.0
10,0.19991901041812996
10,0.04462687903502919
10,-5.315171429510811
10,0.03486892071045744
10,-0.06468171285898114
10,0.011946533153002464
10,0.5583626303789015
10,0.041749342448656954
10,0.5470216847250107
10,0.03200851172105968
10,0.04083842771220694
10,10.0
10,0.13799384001696724
10,0.04460434566732859
10,-2.1246177552178294
10,0.041553585711653615
10,0.04790149696196692
10,0.532445132041873
10,0.5674227104578066
10,0.035816269366918924
10,0.15975749874440684
10,0.040806164591609025
10,0.040171425787380956
10,10.0
10,0.1271099301714368
10,0.04422151472242899
10,-0.2769205620207988
10,0.03527233792539035
10,0.049850813662477164
10,0.08936441058427323
10,0.24133659454920214
10,0.04258698492473678
10,0.20241218525071297
10,0.040880446773698474
10,0.045323839177576264
10,10.0
10,0.10905230651142388
10,0.04367667286637993
10,-1.375625397277154
10,0.03990920677303229
10,0.03825499522928421
10,0.07136239332165836
10,0.28167405640733156
10,0.0422206454358737
10,0.017866884298876323
10,0.04081678149934573
10,0.044317844043472235
10,10.0
10,0.085465765539404
10,0.04286769923516809
10,-1.0904737047634856
10,0.03458780063774625
10,0.0482578250316175
10,0.052617820475882204
10,0.09102161594740771
10,0.041920600535258555
10,0.0491291229218929
10,0.040236929155118624
10,0.04436352052554228
30,30.0
30,0.18792964366992906
30,0.044824500975772966
30,-0.27342231105283404
30,0.04828762250443003
30,0.05077508046927048
30,0.0075167318724753615
30,-0.04437395900690757
30,0.0432027305272494
30,0.014876420562181086
30,0.04109555000577973
30,0.04669439085328187
30,30.0
30,-0.01568227890267699
30,0.04341813069664367
30,0.6783666545708342
30,0.046640367975185955
30,0.04918498660434604
30,0.0070607447090677376
30,-0.04275763478425587
30,0.0424285607865864
30,0.0008560442503080587
30,0.04087247271908481
30,0.04481080924670891
30,30.0
30,-0.02656146566159993
30,0.041942488494991166
30,0.6565626310762388
30,0.04501830609261528
30,0.04751341426161241
30,0.007207017789745932
30,-0.04050282291438572
30,0.04144545868072835
30,-2.0576235872053328e-06
30,0.040661273812912346
30,0.04272662660184238
30,30.0
30,-0.025464324139578446
30,0.04042033415595494
30,0.6310521210437515
30,0.04327725466693926
30,0.04546885590894476
30,0.007335260415318725
30,-0.038910208550843615
30,0.04076107276651012
30,0.0004900666406852804
30,0.04044422429473067
30,0.04104133087119299
30,30.0
30,-0.023482110583192932
30,0.03860892575321059
30,0.6056968868552793
30,0.04155765738998044
30,0.043446734295279774
30,0.007446480693014672
30,-0.03689193066900301
30,0.039277638395455644
30,0.00015105997214939356
30,0.04024039061488078
30,0.03896697806605268
50,50.0
50,0.26197522953943725
50,0.044389054392889815
50,0.671369793453338
50,0.047726739612726124
50,0.050233486701774
50,0.006982192429610239
