levels,responses
50,-0.04485577993865657
50,0.042958253342540456
50,0.00290254670042725
50,0.04101964790561205
50,0.04606176950118266
50,50.0
50,-0.027925234598352586
50,0.04205851136728124
50,0.6591140504231775
50,0.022218115090001513
50,0.0476432559579842
50,0.007181482542290732
50,-0.04114530227425193
50,0.041673231439698685
50,-2.977009773445987e-05
50,0.0406996538319916
50,0.043074339067336605
50,50.0
50,-0.025747587172757123
50,0.039821146255601576
50,0.621552676586946
50,0.042638642125397606
50,0.045073002144238615
50,0.007375716678790332
50,-0.037345245918733394
50,0.0403817306101209
50,-6.0206022915736894e-05
50,0.040371588429003624
50,0.040211669713057493
50,50.0
50,-0.023856655151216016
50,0.03759179993944891
50,0.5846682718611569
50,0.04006721147493335
50,0.0418319475690901
50,0.00759100772986118
50,-0.0350289376715189
50,0.039195753275422185
50,-4.8020763530144686e-05
50,0.04005620225272425
50,0.037322979970726824
50,50.0
50,-0.021649850339240273
50,0.03529640533204498
50,0.5494015614663124
50,0.03784850631393525
50,0.0390246146045226
50,0.007754151593707441
50,-0.03214735368285449
50,0.03720217363311747
50,-3.9567196016052235e-05
50,0.039714513211729426
50,0.03505047165784222
70,70.0
70,0.022326124076679575
70,0.04387717847737348
70,0.6900813704377686
70,0.04726828080155216
70,0.049846351898985064
70,0.09979384113068432
70,-0.04346022234786108
70,0.04266046374836661
70,0.0001889266567791685
70,0.04095584618748008
70,0.04553794333097284
70,70.0
70,-0.02677284310327457
70,0.040781390036171254
70,0.6380748620906869
70,0.04373781375663039
70,0.0462819272794674
70,0.007285584915439658
70,-0.0386685779864735
70,0.04103856481575533
70,-6.12163154348788e-05
70,0.0405011078754623
70,0.041467419941119035
70,70.0
70,-0.024074283531001012
70,0.037841018389075165
70,0.5894441889779235
70,0.04049810928579226
70,0.04294211803041023
70,0.007534026151792362
70,-0.03510770417767321
70,0.0393599803807796
70,-5.662737430292478e-05
70,0.04007844524861384
70,0.037796336899378655
70,70.0
70,-0.021810461435179153
70,0.03497280992704503
70,0.5444284148975783
70,0.0374737626102212
70,0.03914445799391181
70,0.007804311850732003
70,-0.03201560045929475
70,0.03796687080878065
70,-5.222151518057612e-05
70,0.039686222949139954
70,0.03439551142890276
70,70.0
70,-0.0191198204362725
70,0.032300033653028956
70,0.503287100856826
70,0.03472274989602442
70,0.03670181661235053
70,0.008044635099941863
70,-0.028987549031157314
70,0.034883661535458355
70,-4.854444746553703e-05
70,0.03934459314530793
70,0.030745642928014214
90,90.0
90,0.2359272119098857
90,0.043500902911406285
90,0.6833644128132105
90,0.046728832413157756
90,0.049324028088896556
90,0.007057434307247004
90,-0.042410762340467395
90,0.04244745018876534
90,0.004664695925165875
90,0.04090867642090078
90,0.04489497453241435
90,90.0
90,-0.025670014511984716
90,0.03964819318729355
90,0.6178203450232312
90,0.04249099556885857
90,0.044916520184341224
90,0.007378326526992186
90,-0.036502106108875526
90,0.04025842146780145
90,-6.113124085985612e-05
90,0.04035074208811759
90,0.0399102613801663
90,90.0
90,-0.02263420809063083
90,0.03616289386797643
90,0.5600927871447673
90,0.03855965451772441
90,0.04093883842409202
90,0.0076840359097602165
90,-0.03331115304515004
90,0.038397287559316005
90,-5.49521389099088e-05
90,0.03985840812930045
90,0.03594667790259148
90,90.0
90,-0.01949577400921027
90,0.032715943879516776
90,0.5075358718575305
90,0.035119403062975195
90,0.03664985723428799
90,0.00797556887725698
90,-0.029222367396624666
90,0.036566299771625746
90,0.0002413864676221453
90,0.03938463351391359
90,0.03187259329255887
90,90.0
90,-0.017752150187126094
90,0.02983122678093831
90,0.4643171584063545
90,0.03192812308263881
90,0.033475287709829556
90,0.008255159199581915
90,-0.02617238943566098
90,0.03360055355447632
90,-4.4208380280781e-05
90,0.03900697362248267
90,0.026456215568478155
